factor
"group_mean((open - high)/(returns - close), subindustry)"
"group_zscore(-(high - close)/(high - returns), subindustry)"
"group_rank(-(high - close)/(high - returns), subindustry)"
"group_mean(-(high - close)/(high - returns), subindustry)"
"group_zscore((high - close)/(high - adj_close), subindustry)"
"group_rank((high - close)/(high - adj_close), subindustry)"
"group_mean((high - close)/(high - adj_close), subindustry)"
"group_zscore(-(high - close)/(high - adj_close), subindustry)"
"group_rank(-(high - close)/(high - adj_close), subindustry)"
"group_mean(-(high - close)/(high - adj_close), subindustry)"
"group_zscore((high - close)/(low - open), subindustry)"
"group_rank((high - close)/(low - open), subindustry)"
"group_mean((high - close)/(low - open), subindustry)"
"group_zscore(-(high - close)/(low - open), subindustry)"
"group_rank(-(high - close)/(low - open), subindustry)"
"group_mean(-(high - close)/(low - open), subindustry)"
"group_zscore((high - close)/(low - high), subindustry)"
"group_rank((high - close)/(low - high), subindustry)"
"group_mean((high - close)/(low - high), subindustry)"
"group_zscore(-(high - close)/(low - high), subindustry)"
"group_rank(-(high - close)/(low - high), subindustry)"
"group_mean(-(high - close)/(low - high), subindustry)"
"group_zscore((high - close)/(low - close), subindustry)"
"group_rank((high - close)/(low - close), subindustry)"
"group_mean((high - close)/(low - close), subindustry)"
"group_zscore(-(high - close)/(low - close), subindustry)"
"group_rank(-(high - close)/(low - close), subindustry)"
"group_mean(-(high - close)/(low - close), subindustry)"
"group_zscore((high - close)/(low - vwap), subindustry)"
"group_rank((high - close)/(low - vwap), subindustry)"
"group_mean((high - close)/(low - vwap), subindustry)"
"group_zscore(-(high - close)/(low - vwap), subindustry)"
"group_rank(-(high - close)/(low - vwap), subindustry)"
"group_mean(-(high - close)/(low - vwap), subindustry)"
"group_zscore((high - close)/(low - returns), subindustry)"
"group_rank((high - close)/(low - returns), subindustry)"
"group_mean((high - close)/(low - returns), subindustry)"
"group_zscore(-(high - close)/(low - returns), subindustry)"
"group_rank(-(high - close)/(low - returns), subindustry)"
"group_mean(-(high - close)/(low - returns), subindustry)"
"group_zscore((high - close)/(low - adj_close), subindustry)"
"group_rank((high - close)/(low - adj_close), subindustry)"
"group_mean((high - close)/(low - adj_close), subindustry)"
"group_zscore(-(high - close)/(low - adj_close), subindustry)"
"group_rank(-(high - close)/(low - adj_close), subindustry)"
"group_mean(-(high - close)/(low - adj_close), subindustry)"
"group_zscore((high - close)/(close - open), subindustry)"
"group_rank((high - close)/(close - open), subindustry)"
"group_mean((high - close)/(close - open), subindustry)"
"group_zscore(-(high - close)/(close - open), subindustry)"
"group_rank(-(high - close)/(close - open), subindustry)"
"group_mean(-(high - close)/(close - open), subindustry)"
"group_zscore((high - close)/(close - high), subindustry)"
"group_rank((high - close)/(close - high), subindustry)"
"group_mean((high - close)/(close - high), subindustry)"
"group_zscore(-(high - close)/(close - high), subindustry)"
"group_rank(-(high - close)/(close - high), subindustry)"
"group_mean(-(high - close)/(close - high), subindustry)"
"group_zscore((high - close)/(close - low), subindustry)"
"group_rank((high - close)/(close - low), subindustry)"
"group_mean((high - close)/(close - low), subindustry)"
"group_zscore(-(high - close)/(close - low), subindustry)"
"group_rank(-(high - close)/(close - low), subindustry)"
"group_mean(-(high - close)/(close - low), subindustry)"
"group_zscore((high - close)/(close - vwap), subindustry)"
"group_rank((high - close)/(close - vwap), subindustry)"
"group_mean((high - close)/(close - vwap), subindustry)"
"group_zscore(-(high - close)/(close - vwap), subindustry)"
"group_rank(-(high - close)/(close - vwap), subindustry)"
"group_mean(-(high - close)/(close - vwap), subindustry)"
"group_zscore((high - close)/(close - returns), subindustry)"
"group_rank((high - close)/(close - returns), subindustry)"
"group_mean((high - close)/(close - returns), subindustry)"
"group_zscore(-(high - close)/(close - returns), subindustry)"
"group_rank(-(high - close)/(close - returns), subindustry)"
"group_mean(-(high - close)/(close - returns), subindustry)"
"group_zscore((high - close)/(close - adj_close), subindustry)"
"group_rank((high - close)/(close - adj_close), subindustry)"
"group_mean((high - close)/(close - adj_close), subindustry)"
"group_zscore(-(high - close)/(close - adj_close), subindustry)"
"group_rank(-(high - close)/(close - adj_close), subindustry)"
"group_mean(-(high - close)/(close - adj_close), subindustry)"
"group_zscore((high - close)/(vwap - open), subindustry)"
"group_rank((high - close)/(vwap - open), subindustry)"
"group_mean((high - close)/(vwap - open), subindustry)"
"group_zscore(-(high - close)/(vwap - open), subindustry)"
"group_rank(-(high - close)/(vwap - open), subindustry)"
"group_mean(-(high - close)/(vwap - open), subindustry)"
"group_zscore((high - close)/(vwap - high), subindustry)"
"group_rank((high - close)/(vwap - high), subindustry)"
"group_mean((high - close)/(vwap - high), subindustry)"
"group_zscore(-(high - close)/(vwap - high), subindustry)"
"group_rank(-(high - close)/(vwap - high), subindustry)"
"group_mean(-(high - close)/(vwap - high), subindustry)"
"group_zscore((high - close)/(vwap - low), subindustry)"
"group_rank((high - close)/(vwap - low), subindustry)"
"group_mean((high - close)/(vwap - low), subindustry)"
"group_zscore(-(high - close)/(vwap - low), subindustry)"
"group_rank(-(high - close)/(vwap - low), subindustry)"
"group_mean(-(high - close)/(vwap - low), subindustry)"
"group_zscore((high - close)/(vwap - close), subindustry)"
"group_rank((high - close)/(vwap - close), subindustry)"
"group_mean((high - close)/(vwap - close), subindustry)"
"group_zscore(-(high - close)/(vwap - close), subindustry)"
"group_rank(-(high - close)/(vwap - close), subindustry)"
"group_mean(-(high - close)/(vwap - close), subindustry)"
"group_zscore((high - close)/(vwap - returns), subindustry)"
"group_rank((high - close)/(vwap - returns), subindustry)"
"group_mean((high - close)/(vwap - returns), subindustry)"
"group_zscore(-(high - close)/(vwap - returns), subindustry)"
"group_rank(-(high - close)/(vwap - returns), subindustry)"
"group_mean(-(high - close)/(vwap - returns), subindustry)"
"group_zscore((high - close)/(vwap - adj_close), subindustry)"
"group_rank((high - close)/(vwap - adj_close), subindustry)"
"group_mean((high - close)/(vwap - adj_close), subindustry)"
"group_zscore(-(high - close)/(vwap - adj_close), subindustry)"
"group_rank(-(high - close)/(vwap - adj_close), subindustry)"
"group_mean(-(high - close)/(vwap - adj_close), subindustry)"
"group_zscore((high - close)/(returns - open), subindustry)"
"group_rank((high - close)/(returns - open), subindustry)"
"group_mean((high - close)/(returns - open), subindustry)"
"group_zscore(-(high - close)/(returns - open), subindustry)"
"group_rank(-(high - close)/(returns - open), subindustry)"
"group_mean(-(high - close)/(returns - open), subindustry)"
"group_zscore((high - close)/(returns - high), subindustry)"
"group_rank((high - close)/(returns - high), subindustry)"
"group_mean((high - close)/(returns - high), subindustry)"
"group_zscore(-(high - close)/(returns - high), subindustry)"
"group_rank(-(high - close)/(returns - high), subindustry)"
"group_mean(-(high - close)/(returns - high), subindustry)"
"group_zscore((high - close)/(returns - low), subindustry)"
"group_rank((high - close)/(returns - low), subindustry)"
"group_mean((high - close)/(returns - low), subindustry)"
"group_zscore(-(high - close)/(returns - low), subindustry)"
"group_rank(-(high - close)/(returns - low), subindustry)"
"group_mean(-(high - close)/(returns - low), subindustry)"
"group_zscore((high - close)/(returns - close), subindustry)"
"group_rank((high - close)/(returns - close), subindustry)"
"group_mean((high - close)/(returns - close), subindustry)"
"group_zscore(-(high - close)/(returns - close), subindustry)"
"group_rank(-(high - close)/(returns - close), subindustry)"
"group_mean(-(high - close)/(returns - close), subindustry)"
"group_zscore((high - close)/(returns - vwap), subindustry)"
"group_rank((high - close)/(returns - vwap), subindustry)"
"group_mean((high - close)/(returns - vwap), subindustry)"
"group_zscore(-(high - close)/(returns - vwap), subindustry)"
"group_rank(-(high - close)/(returns - vwap), subindustry)"
"group_mean(-(high - close)/(returns - vwap), subindustry)"
"group_zscore((high - close)/(returns - adj_close), subindustry)"
"group_rank((high - close)/(returns - adj_close), subindustry)"
"group_mean((high - close)/(returns - adj_close), subindustry)"
"group_zscore(-(high - close)/(returns - adj_close), subindustry)"
"group_rank(-(high - close)/(returns - adj_close), subindustry)"
"group_mean(-(high - close)/(returns - adj_close), subindustry)"
"group_zscore((high - close)/(adj_close - open), subindustry)"
"group_rank((high - close)/(adj_close - open), subindustry)"
"group_mean((high - close)/(adj_close - open), subindustry)"
"group_zscore(-(high - close)/(adj_close - open), subindustry)"
"group_rank(-(high - close)/(adj_close - open), subindustry)"
"group_mean(-(high - close)/(adj_close - open), subindustry)"
"group_zscore((high - close)/(adj_close - high), subindustry)"
"group_rank((high - close)/(adj_close - high), subindustry)"
"group_mean((high - close)/(adj_close - high), subindustry)"
"group_zscore(-(high - close)/(adj_close - high), subindustry)"
"group_rank(-(high - close)/(adj_close - high), subindustry)"
"group_mean(-(high - close)/(adj_close - high), subindustry)"
"group_zscore((high - close)/(adj_close - low), subindustry)"
"group_rank((high - close)/(adj_close - low), subindustry)"
"group_mean((high - close)/(adj_close - low), subindustry)"
"group_zscore(-(high - close)/(adj_close - low), subindustry)"
"group_rank(-(high - close)/(adj_close - low), subindustry)"
"group_mean(-(high - close)/(adj_close - low), subindustry)"
"group_zscore((high - close)/(adj_close - close), subindustry)"
"group_rank((high - close)/(adj_close - close), subindustry)"
"group_mean((high - close)/(adj_close - close), subindustry)"
"group_zscore(-(high - close)/(adj_close - close), subindustry)"
"group_rank(-(high - close)/(adj_close - close), subindustry)"
"group_mean(-(high - close)/(adj_close - close), subindustry)"
"group_zscore((high - close)/(adj_close - vwap), subindustry)"
"group_rank((high - close)/(adj_close - vwap), subindustry)"
"group_mean((high - close)/(adj_close - vwap), subindustry)"
"group_zscore(-(high - close)/(adj_close - vwap), subindustry)"
"group_rank(-(high - close)/(adj_close - vwap), subindustry)"
"group_mean(-(high - close)/(adj_close - vwap), subindustry)"
"group_zscore((high - close)/(adj_close - returns), subindustry)"
"group_rank((high - close)/(adj_close - returns), subindustry)"
"group_mean((high - close)/(adj_close - returns), subindustry)"
"group_zscore(-(high - close)/(adj_close - returns), subindustry)"
"group_rank(-(high - close)/(adj_close - returns), subindustry)"
"group_mean(-(high - close)/(adj_close - returns), subindustry)"
"group_zscore((high - vwap)/(open - high), subindustry)"
"group_rank((high - vwap)/(open - high), subindustry)"
"group_mean((high - vwap)/(open - high), subindustry)"
"group_zscore(-(high - vwap)/(open - high), subindustry)"
"group_rank(-(high - vwap)/(open - high), subindustry)"
"group_mean(-(high - vwap)/(open - high), subindustry)"
"group_zscore((high - vwap)/(open - low), subindustry)"
"group_rank((high - vwap)/(open - low), subindustry)"
"group_mean((high - vwap)/(open - low), subindustry)"
"group_zscore(-(high - vwap)/(open - low), subindustry)"
"group_rank(-(high - vwap)/(open - low), subindustry)"
"group_mean(-(high - vwap)/(open - low), subindustry)"
"group_zscore((high - vwap)/(open - close), subindustry)"
"group_rank((high - vwap)/(open - close), subindustry)"
"group_mean((high - vwap)/(open - close), subindustry)"
"group_zscore(-(high - vwap)/(open - close), subindustry)"
"group_rank(-(high - vwap)/(open - close), subindustry)"
"group_mean(-(high - vwap)/(open - close), subindustry)"
"group_zscore((high - vwap)/(open - vwap), subindustry)"
"group_rank((high - vwap)/(open - vwap), subindustry)"
"group_mean((high - vwap)/(open - vwap), subindustry)"
"group_zscore(-(high - vwap)/(open - vwap), subindustry)"
"group_rank(-(high - vwap)/(open - vwap), subindustry)"
"group_mean(-(high - vwap)/(open - vwap), subindustry)"
"group_zscore((high - vwap)/(open - returns), subindustry)"
"group_rank((high - vwap)/(open - returns), subindustry)"
"group_mean((high - vwap)/(open - returns), subindustry)"
"group_zscore(-(high - vwap)/(open - returns), subindustry)"
"group_rank(-(high - vwap)/(open - returns), subindustry)"
"group_mean(-(high - vwap)/(open - returns), subindustry)"
"group_zscore((high - vwap)/(open - adj_close), subindustry)"
"group_rank((high - vwap)/(open - adj_close), subindustry)"
"group_mean((high - vwap)/(open - adj_close), subindustry)"
"group_zscore(-(high - vwap)/(open - adj_close), subindustry)"
"group_rank(-(high - vwap)/(open - adj_close), subindustry)"
"group_mean(-(high - vwap)/(open - adj_close), subindustry)"
"group_zscore((high - vwap)/(high - open), subindustry)"
"group_rank((high - vwap)/(high - open), subindustry)"
"group_mean((high - vwap)/(high - open), subindustry)"
"group_zscore(-(high - vwap)/(high - open), subindustry)"
"group_rank(-(high - vwap)/(high - open), subindustry)"
"group_mean(-(high - vwap)/(high - open), subindustry)"
"group_zscore((high - vwap)/(high - low), subindustry)"
"group_rank((high - vwap)/(high - low), subindustry)"
